Version;Date_of_report;Date_measurement;RWZI_AWZI_code;RWZI_AWZI_name;RNA_flow_per_100000
2;2022-03-02;2021-06-03;30019;Wijlre;4572025028801
2;2022-03-02;2021-06-03;2016;Wolvega;8369527763228
2;2022-03-02;2021-05-31;15004;Nieuwe Waterweg;5128388766058
2;2022-03-02;2021-06-03;13004;Heemstede;3566203918507
2;2022-03-02;2021-06-03;10012;De Meern;8903151928062
2;2022-03-02;2021-06-03;13034;Lisse;12202394960211
2;2022-03-02;2021-06-03;13044;Zwaanshoek;5713133121777
2;2022-03-02;2021-06-03;1040;Vriescheloo;2544554686373
2;2022-03-02;2021-06-03;13041;Katwijk;9043288384497
2;2022-03-02;2021-06-06;18009;De Verseput;2869654223139
2;2022-03-02;2021-06-04;17062;Heenvliet;12406995710277
2;2022-03-02;2021-06-06;24002;Kloosterzande;3593188247173
2;2022-03-02;2021-06-06;7002;Aalten;0
2;2022-03-02;2021-06-07;10027;Amersfoort;9000644632769
2;2022-03-02;2021-06-07;8019;Bennekom;4732283870842
2;2022-03-02;2021-06-07;22013;Breskens;3574647682936
2;2022-03-02;2021-06-07;7018;Dinxperlo;808021324012
2;2022-03-02;2021-06-07;3030;Eelde;2313485688925
2;2022-03-02;2021-06-07;7022;Etten;3403654390407
2;2022-03-02;2021-06-07;33001;Foxhol;6357077542977
2;2022-03-02;2021-06-07;1033;Garmerwolde;3114620150886
2;2022-03-02;2021-06-07;7023;Haarlo;4974179602404
2;2022-03-02;2021-06-07;15008;Harnaschpolder;6214398121895
2;2022-03-02;2021-06-07;30015;Hoensbroek;6940600225561
2;2022-03-02;2021-06-07;4022;Holten;2074314407432
2;2022-03-02;2021-06-07;1026;Hoogezand;2173983713914
2;2022-03-02;2021-06-07;15005;Houtrust;14507212958629
2;2022-03-02;2021-06-07;30014;Kerkrade;1653421303413
2;2022-03-02;2021-06-07;7015;Lichtenvoorde;983823144099
2;2022-03-02;2021-06-07;1032;Marum;1349763444309
2;2022-03-02;2021-06-06;7020;Nieuwgraaf;8431823430545
2;2022-03-02;2021-06-07;8005;Nijkerk;12024017186906
2;2022-03-02;2021-06-07;7021;Olburgen;5033775303537
2;2022-03-02;2021-06-07;8024;Renkum;3659875513606
2;2022-03-02;2021-06-07;22008;Retranchement;18866009734443
2;2022-03-02;2021-06-07;30013;Rimburg;1148121088666
2;2022-03-02;2021-06-07;7014;Ruurlo;1736369799763
2;2022-03-02;2021-06-07;30011;Simpelveld;4613960860808
2;2022-03-02;2021-06-07;30022;Susteren;11190813897640
2;2022-03-02;2021-06-07;1010;Ter Apel;1273142892536
2;2022-03-02;2021-06-07;7017;Varsseveld;6078778793914
2;2022-03-02;2021-06-07;7006;Wehl;1804985568686
2;2022-03-02;2021-06-07;30019;Wijlre;2631515071852
2;2022-03-02;2021-06-07;7016;Winterswijk;5897327971547
2;2022-03-02;2021-06-07;10020;Woudenberg;4658353140478
2;2022-03-02;2021-06-07;1034;Feerwerd;1106140265016
2;2022-03-02;2021-06-07;2038;Franeker;2243575990817
2;2022-03-02;2021-06-07;1031;Gaarkeuken;969215450563
2;2022-03-02;2021-06-07;2015;Gorredijk;7924596095943
2;2022-03-02;2021-06-07;2027;Lemmer;1806077456993
2;2022-03-02;2021-06-07;1038;Scheve Klap;2691022420547
2;2022-03-02;2021-06-07;2017;Sint Annaparochie;731655282521
2;2022-03-02;2021-06-07;2024;Sloten;2294055234841
2;2022-03-02;2021-06-07;2018;Sneek;2442132960354
2;2022-03-02;2021-06-07;2026;Terschelling;9293137977944
2;2022-03-02;2021-06-07;3023;Tweede Exloermond;3456648018210
2;2022-03-02;2021-06-07;2030;Workum;1083656185988
2;2022-03-02;2021-06-02;25017;Nieuwveer;15516412331939
2;2022-03-02;2021-05-26;1034;Feerwerd;0
2;2022-03-02;2021-05-26;1029;Leek;1371140306525
2;2022-03-02;2021-05-26;1011;Uithuizermeeden;6046090897940
2;2022-03-02;2021-05-26;1024;Ulrum;7057813380091
2;2022-03-02;2021-05-26;1041;Wehe Den Hoorn;0
2;2022-03-02;2021-05-26;1030;Winsum;0
2;2022-03-02;2021-05-31;7016;Winterswijk;7676864758339
2;2022-03-02;2021-06-07;1008;Stadskanaal;2334203219762
2;2022-03-02;2021-06-07;28003;Aarle-Rixtel;2407853904479
2;2022-03-02;2021-06-07;28002;Asten;612457568494
2;2022-03-02;2021-06-07;25026;Baarle-Nassau;9442310638755
2;2022-03-02;2021-06-07;17079;Barendrecht;4639779453311
2;2022-03-02;2021-06-07;25021;Bath;1736104292297
2;2022-03-02;2021-06-07;17002;Bergambacht;10898211787375
2;2022-03-02;2021-06-07;9017;Bergharen;0
2;2022-03-02;2021-06-07;25019;Chaam;5110858711105
2;2022-03-02;2021-06-07;17074;Den Bommel;542273248976
2;2022-03-02;2021-06-07;25028;Dinteloord;2640393034962
2;2022-03-02;2021-06-07;28005;Dinther;0
2;2022-03-02;2021-06-07;25023;Dongemond;15059045669223
2;2022-03-02;2021-06-07;17044;Dordrecht;2873209362947
2;2022-03-02;2021-06-07;9039;Dreumel;1411151485786
2;2022-03-02;2021-06-07;9027;Druten;7008770073889
2;2022-03-02;2021-06-07;16011;Groenedijk;4803114749023
2;2022-03-02;2021-06-07;17067;Haastrecht;718999550906
2;2022-03-02;2021-06-07;25025;Halsteren;1719153573729
2;2022-03-02;2021-06-07;17041;Hellevoetsluis;3958498095343
2;2022-03-02;2021-06-07;25027;Lage Zwaluwe;2674039392808
2;2022-03-02;2021-06-07;13033;Leiden Zuid-West;11834755213654
2;2022-03-02;2021-06-07;13030;Leimuiden;744863388028
2;2022-03-02;2021-06-07;13038;Nieuwveen;1007563151021
2;2022-03-02;2021-06-07;25017;Nieuwveer;5099093002406
2;2022-03-02;2021-06-07;17066;Numansdorp;1814026335950
2;2022-03-02;2021-06-07;17075;Ooltgensplaat;5438207107710
2;2022-03-02;2021-06-07;9020;Overasselt;3393154646017
2;2022-03-02;2021-06-07;25012;Putte;1508417737247
2;2022-03-02;2021-06-07;17076;Schelluinen;7763513545360
2;2022-03-02;2021-06-07;17005;Stolwijk;9242219050540
2;2022-03-02;2021-06-07;17043;Strijen;5797672326942
2;2022-03-02;2021-06-07;28006;Vinkel;5896999725166
2;2022-03-02;2021-06-07;25014;Waspik;12155774525917
2;2022-03-02;2021-06-07;17078;Zwijndrecht;3706638386301
2;2022-03-02;2021-06-07;10021;Veenendaal;11177973951701
2;2022-03-02;2021-06-08;11014;Amsterdam West;5831533042621
2;2022-03-02;2021-06-08;1046;Bellingwolde;967538378500
2;2022-03-02;2021-06-08;12022;Beverwijk;11119553008483
2;2022-03-02;2021-06-08;4030;Hessenpoort;6972516850018
2;2022-03-02;2021-06-08;1028;Onderdendam;0
2;2022-03-02;2021-06-08;1011;Uithuizermeeden;3382557385840
2;2022-03-02;2021-06-07;10010;Soest;12367997843966
2;2022-03-02;2021-06-08;1044;Delfzijl;0
2;2022-03-02;2021-06-08;10034;Ronde Venen;21978690458830
2;2022-03-02;2021-06-08;19001;Sint Maartensdijk;7419310479952
2;2022-03-02;2021-06-08;23002;Terneuzen;10315450380094
2;2022-03-02;2021-06-08;1024;Ulrum;0
2;2022-03-02;2021-06-08;1040;Vriescheloo;0
2;2022-03-02;2021-06-08;21001;Walcheren;4851800774226
2;2022-03-02;2021-06-08;1041;Wehe Den Hoorn;0
2;2022-03-02;2021-06-08;18006;Westerschouwen;0
2;2022-03-02;2021-06-08;31005;Westpoort;7293844954265
2;2022-03-02;2021-06-08;1030;Winsum;2111223694342
2;2022-03-02;2021-06-08;3034;Coevorden;0
2;2022-03-02;2021-06-07;5003;Glanerbrug;4326715467314
2;2022-03-02;2021-06-08;5025;Den Ham;19499888832817
2;2022-03-02;2021-06-08;4028;Dedemsvaart;0
2;2022-03-02;2021-06-07;5015;Losser;2861592251703
2;2022-03-02;2021-06-07;5001;Haaksbergen;8973250263976
2;2022-03-02;2021-06-08;4016;Ommen;8126266796561
2;2022-03-02;2021-06-07;5018;Ootmarsum;11431132621491
2;2022-03-02;2021-06-08;3028;Sleen;6972906218656
2;2022-03-02;2021-06-08;5005;Tubbergen;1261825812200
2;2022-03-02;2021-06-08;5014;Vroomshoop;6440744904981
2;2022-03-02;2021-06-08;17016;Alblasserdam;2480547554919
2;2022-03-02;2021-06-08;9016;Arnhem;928364270482
2;2022-03-02;2021-06-08;9013;Asperen;2548218059935
2;2022-03-02;2021-06-08;9031;Beesd;1947944765670
2;2022-03-02;2021-06-08;27011;Biest-Houtakker;4914269893591
2;2022-03-02;2021-06-08;27004;Boxtel;8467321534886
2;2022-03-02;2021-06-08;10025;Bunnik;972346229679
2;2022-03-02;2021-06-08;10003;De Bilt;12277616609241
2;2022-03-02;2021-06-08;10012;De Meern;5031151858034
2;2022-03-02;2021-06-08;10008;Driebergen;5684493667007
2;2022-03-02;2021-06-08;9012;Geldermalsen;3806733731406
2;2022-03-02;2021-06-08;17065;Groot-Ammers;2535340135153
2;2022-03-02;2021-06-08;9038;Gendt;591283709839
2;2022-03-02;2021-06-08;9037;Gorinchem;12522791999905
2;2022-03-02;2021-06-08;9040;Haaften;3179314917652
2;2022-03-02;2021-06-08;27009;Haaren;3584876851140
2;2022-03-02;2021-06-08;27005;Hapert;4351248393707
2;2022-03-02;2021-06-08;17026;Hardinxveld-Giessendam;0
2;2022-03-02;2021-06-08;10036;Houten;1323763874875
2;2022-03-02;2021-06-08;25020;Kaatsheuvel;5211642939697
2;2022-03-02;2021-06-08;29003;Land Van Cuijk;2894394675352
2;2022-03-02;2021-06-08;17063;Leerdam;359561138998
2;2022-03-02;2021-06-08;9042;Millingen Aan De Rijn;3131644954457
2;2022-03-02;2021-06-08;9024;Nijmegen;3874002963136
2;2022-03-02;2021-06-08;17040;Oostvoorne;1177424221783
2;2022-03-02;2021-06-08;17045;Oud-Beijerland;10419691405586
2;2022-03-02;2021-06-08;17013;Papendrecht;1834572759733
2;2022-03-02;2021-06-08;25001;Rijen;4085970527312
2;2022-03-02;2021-06-08;27010;Sint-Oedenrode;6571639483156
2;2022-03-02;2021-06-08;17052;Sliedrecht;15311440511655
2;2022-03-02;2021-06-08;27006;Soerendonk;1766404852028
2;2022-03-02;2021-06-08;17029;Vianen;9007005759428
2;2022-03-02;2021-06-08;25003;Waalwijk;8327328320608
2;2022-03-02;2021-06-08;10029;Wijk Bij Duurstede;4632065434589
2;2022-03-02;2021-06-08;9041;Zaltbommel;504684505714
2;2022-03-02;2021-06-08;9032;Zetten;2314968215673
2;2022-03-02;2021-06-08;13044;Zwaanshoek;3913009682232
2;2022-03-02;2021-06-07;5004;Vriezenveen;4270372972983
2;2022-03-02;2021-06-07;2012;Drachten;7387704950552
2;2022-03-02;2021-06-07;2031;Heerenveen;1547720448303
2;2022-03-02;2021-06-08;5019;Almelo-Vissedijk;9744743825709
2;2022-03-02;2021-06-07;5023;Nijverdal;6572905128893
2;2022-03-02;2021-06-07;5012;Oldenzaal;8107613631331
2;2022-03-02;2021-06-07;5022;Rijssen;3016100709144
2;2022-03-02;2021-06-08;4025;Dalfsen;4851293960448
2;2022-03-02;2021-06-08;4006;Olst;2036770198779
2;2022-03-02;2021-06-09;7002;Aalten;765851500418
2;2022-03-02;2021-06-08;13049;Alphen Kerk En Zanen;6026398267399
2;2022-03-02;2021-06-09;8022;Apeldoorn;9194374159508
2;2022-03-02;2021-06-08;13042;Bodegraven;4862991136248
2;2022-03-02;2021-06-09;20010;Camperlandpolder;1217350567306
2;2022-03-02;2021-06-09;12023;Den Helder;6176764951601
2;2022-03-02;2021-06-09;7018;Dinxperlo;810938413233
2;2022-03-02;2021-06-09;8009;Elburg;4752166302034
2;2022-03-02;2021-06-09;12012;Everstekoog;1267141940315
2;2022-03-02;2021-06-08;13012;Haarlem Schalkwijk;6970030976032
2;2022-03-02;2021-06-09;8011;Harderwijk;8128186116195
2;2022-03-02;2021-06-09;8026;Hattem;4843540102287
2;2022-03-02;2021-06-08;17062;Heenvliet;4693296156266
2;2022-03-02;2021-06-09;8016;Heerde;2359756143672
2;2022-03-02;2021-06-09;4022;Holten;3787647779110
2;2022-03-02;2021-06-09;11013;Horstermeer;4683953807689
2;2022-03-02;2021-06-09;24001;Hulst;3715075749454
2;2022-03-02;2021-06-09;24002;Kloosterzande;1018669175655
2;2022-03-02;2021-06-09;7015;Lichtenvoorde;2720233054470
2;2022-03-02;2021-06-09;18007;Mastgat;13110049814449
2;2022-03-02;2021-06-09;1029;Leek;381526629470
2;2022-03-02;2021-06-09;7021;Olburgen;1943588440444
2;2022-03-02;2021-06-08;17054;Piershil;4793799555062
2;2022-03-02;2021-06-08;25013;Riel;2346400363642
2;2022-03-02;2021-06-09;7014;Ruurlo;5030672674213
2;2022-03-02;2021-06-09;1039;Scheemda;1057919321436
2;2022-03-02;2021-06-09;8025;Terwolde;1478429863656
2;2022-03-02;2021-06-09;7017;Varsseveld;3043902355283
2;2022-03-02;2021-06-09;1045;Veendam;1878999983633
2;2022-03-02;2021-06-09;7006;Wehl;894214668961
2;2022-03-02;2021-06-09;12021;Wervershoof;2493338017735
2;2022-03-02;2021-06-09;12025;Wieringermeer;13990219093959
2;2022-03-02;2021-06-09;7016;Winterswijk;2313061512646
2;2022-03-02;2021-06-09;7019;Zutphen;2592827010028
2;2022-03-02;2021-06-08;4024;Hardenberg;3249159528355
2;2022-03-02;2021-06-07;5011;Denekamp;1428064775656
2;2022-03-02;2021-06-08;1027;Oude Pekela;1054562589602
2;2022-03-02;2021-06-07;25008;Ossendrecht;7417896418562
2;2022-03-02;2021-06-01;17077;Spijkenisse;40965091837961
2;2022-03-02;2021-06-01;17004;Ammerstol;9393211009828
2;2022-03-02;2021-05-25;8016;Heerde;12537961676400
2;2022-03-02;2021-05-26;6003;Dronten;12526039227024
2;2022-03-02;2021-05-31;1041;Wehe Den Hoorn;0
2;2022-03-02;2021-05-31;1030;Winsum;3887282266861
2;2022-03-02;2021-05-31;1011;Uithuizermeeden;7402564619679
2;2022-03-02;2021-05-31;1024;Ulrum;2085320282995
2;2022-03-02;2021-05-31;1028;Onderdendam;0
2;2022-03-02;2021-06-09;7022;Etten;962815581705
2;2022-03-02;2021-06-09;7023;Haarlo;29629669960816
2;2022-03-02;2021-06-08;16010;Kralingseveer;6310890197639
2;2022-03-02;2021-06-09;12019;Stolpen;1674766024624
2;2022-03-02;2021-06-10;2029;Birdaard;777644043885
2;2022-03-02;2021-06-10;2023;Bolsward;5284917708645
2;2022-03-02;2021-06-10;2021;Damwoude;778057184198
2;2022-03-02;2021-06-09;17053;De Groote Zaag;649584466717
2;2022-03-02;2021-06-09;9026;Dodewaard;8668079998323
2;2022-03-02;2021-06-09;27003;Eindhoven;12546897070551
2;2022-03-02;2021-06-09;9010;Groesbeek;1009770509015
2;2022-03-02;2021-06-10;15008;Harnaschpolder;7394783803630
2;2022-03-02;2021-06-10;17070;Hoogvliet;2482168660745
2;2022-03-02;2021-06-10;15005;Houtrust;5743820196286
2;2022-03-02;2021-06-09;13041;Katwijk;3483062958524
2;2022-03-02;2021-06-10;2019;Kootstertille;4782346602912
2;2022-03-02;2021-06-09;14003;Leidsche Rijn;6095635807149
2;2022-03-02;2021-06-09;13034;Lisse;8302540896642
2;2022-03-02;2021-06-09;10038;Lopik;512654412631
2;2022-03-02;2021-06-09;9030;Maasbommel;19647728692219
2;2022-03-02;2021-06-09;10024;Montfoort;11320209292205
2;2022-03-02;2021-06-09;13047;Nieuwe Wetering;7321568860143
2;2022-03-02;2021-06-09;10028;Nieuwegein;9232095945260
2;2022-03-02;2021-06-09;25016;Nieuw-Vossemeer;15041401014555
2;2022-03-02;2021-06-09;13023;Noordwijk;11368187081987
2;2022-03-02;2021-06-10;29002;Oijen;5625403334987
2;2022-03-02;2021-06-10;17056;Oude Tonge;1666164573290
2;2022-03-02;2021-06-09;10032;Oudewater;11284769723673
2;2022-03-02;2021-06-09;10035;Rhenen;0
2;2022-03-02;2021-06-09;17011;Ridderkerk;10422200014556
2;2022-03-02;2021-06-10;17057;Rozenburg;1606716994577
2;2022-03-02;2021-06-09;26005;Sleeuwijk;5872570671597
2;2022-03-02;2021-06-09;32002;Tilburg;9471920164847
2;2022-03-02;2021-06-10;20009;Waarde;12120191400981
2;2022-03-02;2021-06-09;13048;Waddinxveen-Randenburg;17431382505108
2;2022-03-02;2021-06-09;25029;Willemstad;922096995566
2;2022-03-02;2021-06-10;2025;Akkrum;878023165168
2;2022-03-02;2021-06-09;13035;Alphen Noord;2126769782021
2;2022-03-02;2021-06-10;2020;Ameland;6903249210291
2;2022-03-02;2021-06-10;17004;Ammerstol;0
2;2022-03-02;2021-06-09;17068;Berkenwoude;7520239997115
2;2022-03-02;2021-06-10;11008;Blaricum;3576391000009
2;2022-03-02;2021-06-10;2013;Burgum;0
2;2022-03-02;2021-06-09;4019;Deventer;649226178769
2;2022-03-02;2021-06-09;17048;Goedereede;18673615987964
2;2022-03-02;2021-06-09;13039;Gouda;6750471622371
2;2022-03-02;2021-06-09;13010;Haarlem Waarderpolder;7615230534606
2;2022-03-02;2021-06-10;2032;Harlingen;1900309054052
2;2022-03-02;2021-06-09;13004;Heemstede;3540275481683
2;2022-03-02;2021-06-10;5017;Hengelo;17497751739596
2;2022-03-02;2021-06-10;11012;Huizen;4140299105540
2;2022-03-02;2021-06-10;2022;Joure;1608379864081
2;2022-03-02;2021-06-10;4023;Kampen;4248669824499
2;2022-03-02;2021-06-10;12016;Katwoude;2499074455154
2;2022-03-02;2021-06-10;16009;Kortenoord;3007958094533
2;2022-03-02;2021-06-10;17055;Middelharnis;6033719544483
2;2022-03-02;2021-06-10;15004;Nieuwe Waterweg;4842678831504
2;2022-03-02;2021-06-10;22012;Oostburg;6715857397220
2;2022-03-02;2021-06-10;2002;Oosterwolde;2241520090471
2;2022-03-02;2021-06-09;4021;Raalte;1913273805794
2;2022-03-02;2021-06-10;12024;Ursem;914072708576
2;2022-03-02;2021-06-10;10009;Utrecht;13242267050625
2;2022-03-02;2021-06-10;2040;Vlieland;912685237861
2;2022-03-02;2021-06-10;11010;Weesp;3275116811600
2;2022-03-02;2021-06-10;10031;Breukelen;5652967847987
2;2022-03-02;2021-06-10;12006;Alkmaar;4114248469375
2;2022-03-02;2021-06-10;5020;Almelo-Sumpel;6658212401432
2;2022-03-02;2021-06-10;3010;Assen;763114070188
2;2022-03-02;2021-06-10;2028;Dokkum;601625251003
2;2022-03-02;2021-06-10;12013;Geestmerambacht;4073248310609
2;2022-03-02;2021-06-10;3031;Gieten;1497074580578
2;2022-03-02;2021-06-10;2041;Schiermonnikoog;0
2;2022-03-02;2021-06-10;2037;Warns;1073386852720
2;2022-03-02;2021-06-10;12001;Heiloo;6738531653841
2;2022-03-02;2021-06-10;11004;Hilversum;8704910655838
2;2022-03-02;2021-06-10;10037;Loenen;8860209099696
2;2022-03-02;2021-06-10;11006;Uithoorn;2723728212518
2;2022-03-02;2021-06-09;14002;Woerden;248302488011641
2;2022-03-02;2021-06-10;2016;Wolvega;3335744794471
2;2022-03-02;2021-06-10;12010;Zaandam-Oost;8012442002673
2;2022-03-02;2021-06-10;13005;Zwanenburg;2657359878525
2;2022-03-02;2021-06-13;6005;Almere;7290740676994
2;2022-03-02;2021-06-13;3001;Beilen;2933835987200
2;2022-03-02;2021-06-13;6003;Dronten;9740768230501
2;2022-03-02;2021-06-13;3033;Echten;4797498518765
2;2022-03-02;2021-06-13;8021;Ede;10184330157172
2;2022-03-02;2021-06-13;4005;Genemuiden;845198994614
2;2022-03-02;2021-06-13;4018;Heino;298647013808
2;2022-03-02;2021-06-13;6004;Lelystad;5738928653830
2;2022-03-02;2021-06-14;7022;Etten;5432364777314
2;2022-03-02;2021-06-14;12013;Geestmerambacht;3053278239250
2;2022-03-02;2021-06-14;7023;Haarlo;1009549191477
2;2022-03-02;2021-06-14;15008;Harnaschpolder;2709530805296
2;2022-03-02;2021-06-14;4022;Holten;1808759678848
2;2022-03-02;2021-06-14;15005;Houtrust;9655302902232
2;2022-03-02;2021-06-14;7015;Lichtenvoorde;856760868531
2;2022-03-02;2021-06-14;10037;Loenen;0
2;2022-03-02;2021-06-14;7020;Nieuwgraaf;6228697203902
2;2022-03-02;2021-06-14;7014;Ruurlo;1154205071961
2;2022-03-02;2021-06-14;7017;Varsseveld;1935662494062
2;2022-03-02;2021-06-14;7006;Wehl;698110534148
2;2022-03-02;2021-06-14;7016;Winterswijk;3223972413585
2;2022-03-02;2021-06-14;7019;Zutphen;3302399194028
2;2022-03-02;2021-06-13;30007;Bosscherveld;5593029935157
2;2022-03-02;2021-06-13;18009;De Verseput;11205989390358
2;2022-03-02;2021-06-13;30025;Gennep;6060643447559
2;2022-03-02;2021-06-13;30016;Heugem;4459369977285
2;2022-03-02;2021-06-13;30003;Limmel;1108915291275
2;2022-03-02;2021-06-13;30018;Meijel;1695319459794
2;2022-03-02;2021-06-13;3014;Meppel;8850380160898
2;2022-03-02;2021-06-13;30023;Panheel;12375613738096
2;2022-03-02;2021-06-13;30024;Roermond;11594814558882
2;2022-03-02;2021-06-13;27008;S Hertogenbosch;8024482927759
2;2022-03-02;2021-06-13;3027;Smilde;3241668156809
2;2022-03-02;2021-06-13;4020;Steenwijk;2688342182319
2;2022-03-02;2021-06-13;30021;Stein;5967638270707
2;2022-03-02;2021-06-12;19003;Tholen;13559091416545
2;2022-03-02;2021-06-13;30017;Venlo;6592722929714
2;2022-03-02;2021-06-13;30020;Venray;4040790063921
2;2022-03-02;2021-06-13;30005;Weert;7719786747307
2;2022-03-02;2021-06-13;6006;Zeewolde;4261940067542
2;2022-03-02;2021-06-13;4026;Zwolle;5645590773002
2;2022-03-02;2021-06-14;2025;Akkrum;0
2;2022-03-02;2021-06-14;12006;Alkmaar;2042496622901
2;2022-03-02;2021-06-14;2029;Birdaard;0
2;2022-03-02;2021-06-14;22013;Breskens;548625767033
2;2022-03-02;2021-06-14;2021;Damwoude;619986614076
2;2022-03-02;2021-06-14;2012;Drachten;5357807217767
2;2022-03-02;2021-06-14;2015;Gorredijk;10847522914931
2;2022-03-02;2021-06-14;2031;Heerenveen;0
2;2022-03-02;2021-06-14;30015;Hoensbroek;1938874624981
2;2022-03-02;2021-06-14;2019;Kootstertille;3083725990674
2;2022-03-02;2021-06-14;2011;Leeuwarden;0
2;2022-03-02;2021-06-14;22012;Oostburg;1257106216863
2;2022-03-02;2021-06-14;22008;Retranchement;29683690851455
2;2022-03-02;2021-06-14;10034;Ronde Venen;1487025255957
2;2022-03-02;2021-06-14;30019;Wijlre;4228100508715
2;2022-03-02;2021-06-14;2016;Wolvega;4340259475647
2;2022-03-02;2021-06-14;12010;Zaandam-Oost;3255698320695
2;2022-03-02;2021-06-14;17016;Alblasserdam;1135945890720
2;2022-03-02;2021-06-14;25026;Baarle-Nassau;2515599396104
2;2022-03-02;2021-06-14;25021;Bath;5501545977577
2;2022-03-02;2021-06-14;27004;Boxtel;3466467073491
2;2022-03-02;2021-06-14;25019;Chaam;3319568933167
2;2022-03-02;2021-06-14;17074;Den Bommel;3233776074881
2;2022-03-02;2021-06-14;17044;Dordrecht;6263410186918
2;2022-03-02;2021-06-14;17065;Groot-Ammers;2761597211875
2;2022-03-02;2021-06-14;27009;Haaren;1002285769122
2;2022-03-02;2021-06-14;27005;Hapert;3220080141058
2;2022-03-02;2021-06-14;17026;Hardinxveld-Giessendam;3390184652612
2;2022-03-02;2021-06-14;17062;Heenvliet;12297989184393
2;2022-03-02;2021-06-14;13038;Nieuwveen;0
2;2022-03-02;2021-06-14;17075;Ooltgensplaat;0
2;2022-03-02;2021-06-14;17040;Oostvoorne;644632490751
2;2022-03-02;2021-06-14;25008;Ossendrecht;13729318437714
2;2022-03-02;2021-06-14;17056;Oude Tonge;2577884011973
2;2022-03-02;2021-06-14;17013;Papendrecht;20197154013542
2;2022-03-02;2021-06-14;25001;Rijen;12065993882718
2;2022-03-02;2021-06-14;17052;Sliedrecht;4651891579908
2;2022-03-02;2021-06-14;28006;Vinkel;10878922650935
2;2022-03-02;2021-06-13;5002;Enschede;7448996202057
2;2022-03-02;2021-06-10;20011;Willem Annapolder;2909922155371
2;2022-03-02;2021-06-08;13046;Leiden Noord;3130615640186
2;2022-03-02;2021-06-08;13003;Velsen;1473442872199
2;2022-03-02;2021-06-13;12018;Wieringen;0
2;2022-03-02;2021-06-13;11005;Amstelveen;14743480803726
2;2022-03-02;2021-06-13;12026;Oosthuizen;1632594178902
2;2022-03-02;2021-06-09;5016;Goor;4915557607981
2;2022-03-02;2021-06-07;7019;Zutphen;14597919871339
2;2022-03-02;2021-05-31;29002;Oijen;23220499317679
2;2022-03-02;2021-06-07;2036;Grouw;1320222781327
2;2022-03-02;2021-06-06;17029;Vianen;15603419635983
2;2022-03-02;2021-06-10;4017;Vollenhove;3881575749009
2;2022-03-02;2021-06-06;30024;Roermond;20674927214773
2;2022-03-02;2021-06-14;7002;Aalten;1398065937040
2;2022-03-02;2021-06-14;11005;Amstelveen;1221240176418
2;2022-03-02;2021-06-14;7018;Dinxperlo;2666726981162
2;2022-03-02;2021-06-14;7021;Olburgen;701009782085
2;2022-03-02;2021-06-14;31005;Westpoort;4755208289257
2;2022-03-02;2021-06-14;4028;Dedemsvaart;0
2;2022-03-02;2021-06-14;5025;Den Ham;7128413300663
2;2022-03-02;2021-06-14;4024;Hardenberg;4545811043491
2;2022-03-02;2021-06-14;4016;Ommen;12950892076634
2;2022-03-02;2021-06-14;5014;Vroomshoop;2199782709419
2;2022-03-02;2021-06-15;3010;Assen;1462487383379
2;2022-03-02;2021-06-15;1046;Bellingwolde;927387363246
2;2022-03-02;2021-06-15;1044;Delfzijl;2355237175493
2;2022-03-02;2021-06-15;4019;Deventer;9122170609000
2;2022-03-02;2021-06-15;3030;Eelde;1345358143833
2;2022-03-02;2021-06-15;1034;Feerwerd;0
2;2022-03-02;2021-06-15;33001;Foxhol;2047665655584
2;2022-03-02;2021-06-15;1031;Gaarkeuken;1774815286916
2;2022-03-02;2021-06-15;1033;Garmerwolde;1714528182431
2;2022-03-02;2021-06-15;3031;Gieten;1882625217552
2;2022-03-02;2021-06-14;10036;Houten;2473514751389
2;2022-03-02;2021-06-15;12022;Beverwijk;13709179921033
2;2022-03-02;2021-06-14;12026;Oosthuizen;0
2;2022-03-02;2021-06-15;8023;Brummen;13426846419403
2;2022-03-02;2021-06-15;12016;Katwoude;688210383607
2;2022-03-02;2021-06-15;8009;Elburg;8882962924499
2;2022-03-02;2021-06-15;8017;Epe;32256738880114
2;2022-03-02;2021-06-15;8011;Harderwijk;2593496290703
2;2022-03-02;2021-06-15;8026;Hattem;1271785843759
2;2022-03-02;2021-06-15;4018;Heino;0
2;2022-03-02;2021-06-15;1029;Leek;756967052326
2;2022-03-02;2021-06-14;14003;Leidsche Rijn;1804945665779
2;2022-03-02;2021-06-14;25016;Nieuw-Vossemeer;7924495570983
2;2022-03-02;2021-06-14;27008;S Hertogenbosch;4019910745181
2;2022-03-02;2021-06-15;1038;Scheve Klap;0
2;2022-03-02;2021-06-15;8025;Terwolde;0
2;2022-03-02;2021-06-15;1011;Uithuizermeeden;883755107227
2;2022-03-02;2021-06-15;1040;Vriescheloo;0
2;2022-03-02;2021-06-14;25014;Waspik;0
2;2022-03-02;2021-06-14;17078;Zwijndrecht;7806032795202
2;2022-03-02;2021-06-15;12014;Beemster;6331309359041
2;2022-03-02;2021-06-15;5005;Tubbergen;3701287655832
2;2022-03-02;2021-06-14;5004;Vriezenveen;7536759155666
2;2022-03-02;2021-06-14;5015;Losser;3653464378313
2;2022-03-02;2021-06-15;5011;Denekamp;10343090689903
2;2022-03-02;2021-06-15;13049;Alphen Kerk En Zanen;2270607885038
2;2022-03-02;2021-06-15;13035;Alphen Noord;11936561653800
