Version;Date_of_report;Date_of_statistics;Security_region_code;Security_region_name;Tested_with_result;Tested_positive
2;2022-03-15 09:00:00;2020-12-19;VR13;Amsterdam-Amstelland;3744;398
2;2022-03-15 09:00:00;2020-12-20;VR13;Amsterdam-Amstelland;3562;390
2;2022-03-15 09:00:00;2020-12-21;VR13;Amsterdam-Amstelland;5256;435
2;2022-03-15 09:00:00;2020-12-22;VR13;Amsterdam-Amstelland;6270;418
2;2022-03-15 09:00:00;2020-12-23;VR13;Amsterdam-Amstelland;6155;379
2;2022-03-15 09:00:00;2020-12-24;VR13;Amsterdam-Amstelland;4275;408
2;2022-03-15 09:00:00;2020-12-25;VR13;Amsterdam-Amstelland;1928;302
2;2022-03-15 09:00:00;2020-12-26;VR13;Amsterdam-Amstelland;2048;245
2;2022-03-15 09:00:00;2020-12-27;VR13;Amsterdam-Amstelland;2420;254
2;2022-03-15 09:00:00;2020-12-28;VR13;Amsterdam-Amstelland;3569;415
2;2022-03-15 09:00:00;2020-12-29;VR13;Amsterdam-Amstelland;3988;388
2;2022-03-15 09:00:00;2020-12-30;VR13;Amsterdam-Amstelland;3671;370
2;2022-03-15 09:00:00;2020-12-31;VR13;Amsterdam-Amstelland;2086;270
2;2022-03-15 09:00:00;2021-01-01;VR13;Amsterdam-Amstelland;1509;186
2;2022-03-15 09:00:00;2021-01-02;VR13;Amsterdam-Amstelland;2187;235
2;2022-03-15 09:00:00;2021-01-03;VR13;Amsterdam-Amstelland;2194;262
2;2022-03-15 09:00:00;2021-01-04;VR13;Amsterdam-Amstelland;2870;351
2;2022-03-15 09:00:00;2021-01-05;VR13;Amsterdam-Amstelland;3210;353
2;2022-03-15 09:00:00;2021-01-06;VR13;Amsterdam-Amstelland;3146;335
2;2022-03-15 09:00:00;2021-01-07;VR13;Amsterdam-Amstelland;2655;246
2;2022-03-15 09:00:00;2021-01-08;VR13;Amsterdam-Amstelland;2472;269
2;2022-03-15 09:00:00;2021-01-09;VR13;Amsterdam-Amstelland;1744;192
2;2022-03-15 09:00:00;2021-01-10;VR13;Amsterdam-Amstelland;1472;213
2;2022-03-15 09:00:00;2021-01-11;VR13;Amsterdam-Amstelland;2451;303
2;2022-03-15 09:00:00;2021-01-12;VR13;Amsterdam-Amstelland;2327;259
2;2022-03-15 09:00:00;2021-01-13;VR13;Amsterdam-Amstelland;2696;303
2;2022-03-15 09:00:00;2021-01-14;VR13;Amsterdam-Amstelland;2722;267
2;2022-03-15 09:00:00;2021-01-15;VR13;Amsterdam-Amstelland;2493;224
2;2022-03-15 09:00:00;2021-01-16;VR13;Amsterdam-Amstelland;1940;219
2;2022-03-15 09:00:00;2021-01-17;VR13;Amsterdam-Amstelland;1536;151
2;2022-03-15 09:00:00;2021-01-18;VR13;Amsterdam-Amstelland;2440;236
2;2022-03-15 09:00:00;2021-01-19;VR13;Amsterdam-Amstelland;2161;199
2;2022-03-15 09:00:00;2021-01-20;VR13;Amsterdam-Amstelland;2434;230
2;2022-03-15 09:00:00;2021-01-21;VR13;Amsterdam-Amstelland;2302;206
2;2022-03-15 09:00:00;2021-01-22;VR13;Amsterdam-Amstelland;2164;215
2;2022-03-15 09:00:00;2021-01-23;VR13;Amsterdam-Amstelland;1655;170
2;2022-03-15 09:00:00;2021-01-24;VR13;Amsterdam-Amstelland;1464;149
2;2022-03-15 09:00:00;2021-01-25;VR13;Amsterdam-Amstelland;2022;172
2;2022-03-15 09:00:00;2021-01-26;VR13;Amsterdam-Amstelland;2069;172
2;2022-03-15 09:00:00;2021-01-27;VR13;Amsterdam-Amstelland;2277;202
2;2022-03-15 09:00:00;2021-01-28;VR13;Amsterdam-Amstelland;2019;188
2;2022-03-15 09:00:00;2021-01-29;VR13;Amsterdam-Amstelland;1957;169
2;2022-03-15 09:00:00;2021-01-30;VR13;Amsterdam-Amstelland;1549;134
2;2022-03-15 09:00:00;2021-01-31;VR13;Amsterdam-Amstelland;1261;111
2;2022-03-15 09:00:00;2021-02-01;VR13;Amsterdam-Amstelland;1988;165
2;2022-03-15 09:00:00;2021-02-02;VR13;Amsterdam-Amstelland;1985;180
2;2022-03-15 09:00:00;2021-02-03;VR13;Amsterdam-Amstelland;2273;185
2;2022-03-15 09:00:00;2021-02-04;VR13;Amsterdam-Amstelland;2373;197
2;2022-03-15 09:00:00;2021-02-05;VR13;Amsterdam-Amstelland;2133;176
2;2022-03-15 09:00:00;2021-02-06;VR13;Amsterdam-Amstelland;1786;157
2;2022-03-15 09:00:00;2021-02-07;VR13;Amsterdam-Amstelland;31;1
2;2022-03-15 09:00:00;2021-02-08;VR13;Amsterdam-Amstelland;1511;179
2;2022-03-15 09:00:00;2021-02-09;VR13;Amsterdam-Amstelland;1649;156
2;2022-03-15 09:00:00;2021-02-10;VR13;Amsterdam-Amstelland;1948;214
2;2022-03-15 09:00:00;2021-02-11;VR13;Amsterdam-Amstelland;1931;179
2;2022-03-15 09:00:00;2021-02-12;VR13;Amsterdam-Amstelland;1697;170
2;2022-03-15 09:00:00;2021-02-13;VR13;Amsterdam-Amstelland;1274;161
2;2022-03-15 09:00:00;2021-02-14;VR13;Amsterdam-Amstelland;1179;135
2;2022-03-15 09:00:00;2021-02-15;VR13;Amsterdam-Amstelland;1614;147
2;2022-03-15 09:00:00;2021-02-16;VR13;Amsterdam-Amstelland;2731;234
2;2022-03-15 09:00:00;2021-02-17;VR13;Amsterdam-Amstelland;2945;256
2;2022-03-15 09:00:00;2021-02-18;VR13;Amsterdam-Amstelland;2723;249
2;2022-03-15 09:00:00;2021-02-19;VR13;Amsterdam-Amstelland;2898;237
2;2022-03-15 09:00:00;2021-02-20;VR13;Amsterdam-Amstelland;2440;234
2;2022-03-15 09:00:00;2021-02-21;VR13;Amsterdam-Amstelland;2066;194
2;2022-03-15 09:00:00;2021-02-22;VR13;Amsterdam-Amstelland;3045;244
2;2022-03-15 09:00:00;2021-02-23;VR13;Amsterdam-Amstelland;3219;249
2;2022-03-15 09:00:00;2021-02-24;VR13;Amsterdam-Amstelland;3647;257
2;2022-03-15 09:00:00;2021-02-25;VR13;Amsterdam-Amstelland;3284;197
2;2022-03-15 09:00:00;2021-02-26;VR13;Amsterdam-Amstelland;2967;247
2;2022-03-15 09:00:00;2021-02-27;VR13;Amsterdam-Amstelland;2201;202
2;2022-03-15 09:00:00;2021-02-28;VR13;Amsterdam-Amstelland;2277;174
2;2022-03-15 09:00:00;2021-03-01;VR13;Amsterdam-Amstelland;3445;287
2;2022-03-15 09:00:00;2021-03-02;VR13;Amsterdam-Amstelland;3363;227
2;2022-03-15 09:00:00;2021-03-03;VR13;Amsterdam-Amstelland;3496;267
2;2022-03-15 09:00:00;2021-03-04;VR13;Amsterdam-Amstelland;3480;242
2;2022-03-15 09:00:00;2021-03-05;VR13;Amsterdam-Amstelland;3251;216
2;2022-03-15 09:00:00;2021-03-06;VR13;Amsterdam-Amstelland;2920;261
2;2022-03-15 09:00:00;2021-03-07;VR13;Amsterdam-Amstelland;2816;239
2;2022-03-15 09:00:00;2021-03-08;VR13;Amsterdam-Amstelland;4107;281
2;2022-03-15 09:00:00;2021-03-09;VR13;Amsterdam-Amstelland;4458;271
2;2022-03-15 09:00:00;2021-03-10;VR13;Amsterdam-Amstelland;4972;347
2;2022-03-15 09:00:00;2021-03-11;VR13;Amsterdam-Amstelland;4202;268
2;2022-03-15 09:00:00;2021-03-12;VR13;Amsterdam-Amstelland;3868;278
2;2022-03-15 09:00:00;2021-03-13;VR13;Amsterdam-Amstelland;3598;298
2;2022-03-15 09:00:00;2021-03-14;VR13;Amsterdam-Amstelland;3231;267
2;2022-03-15 09:00:00;2021-03-15;VR13;Amsterdam-Amstelland;4207;243
2;2022-03-15 09:00:00;2021-03-16;VR13;Amsterdam-Amstelland;4616;330
2;2022-03-15 09:00:00;2021-03-17;VR13;Amsterdam-Amstelland;4872;394
2;2022-03-15 09:00:00;2021-03-18;VR13;Amsterdam-Amstelland;4451;348
2;2022-03-15 09:00:00;2021-03-19;VR13;Amsterdam-Amstelland;4219;301
2;2022-03-15 09:00:00;2021-03-20;VR13;Amsterdam-Amstelland;3658;292
2;2022-03-15 09:00:00;2021-03-21;VR13;Amsterdam-Amstelland;3450;270
2;2022-03-15 09:00:00;2021-03-22;VR13;Amsterdam-Amstelland;4791;303
2;2022-03-15 09:00:00;2021-03-23;VR13;Amsterdam-Amstelland;5074;353
2;2022-03-15 09:00:00;2021-03-24;VR13;Amsterdam-Amstelland;5331;405
2;2022-03-15 09:00:00;2021-03-25;VR13;Amsterdam-Amstelland;4851;374
2;2022-03-15 09:00:00;2021-03-26;VR13;Amsterdam-Amstelland;4815;375
2;2022-03-15 09:00:00;2021-03-27;VR13;Amsterdam-Amstelland;3845;314
2;2022-03-15 09:00:00;2021-03-28;VR13;Amsterdam-Amstelland;3406;246
2;2022-03-15 09:00:00;2021-03-29;VR13;Amsterdam-Amstelland;4867;377
2;2022-03-15 09:00:00;2021-03-30;VR13;Amsterdam-Amstelland;5068;414
2;2022-03-15 09:00:00;2021-03-31;VR13;Amsterdam-Amstelland;4810;350
2;2022-03-15 09:00:00;2021-04-01;VR13;Amsterdam-Amstelland;4850;338
2;2022-03-15 09:00:00;2021-04-02;VR13;Amsterdam-Amstelland;4514;319
2;2022-03-15 09:00:00;2021-04-03;VR13;Amsterdam-Amstelland;3400;263
2;2022-03-15 09:00:00;2021-04-04;VR13;Amsterdam-Amstelland;2971;259
2;2022-03-15 09:00:00;2021-04-05;VR13;Amsterdam-Amstelland;3475;275
2;2022-03-15 09:00:00;2021-04-06;VR13;Amsterdam-Amstelland;4791;353
2;2022-03-15 09:00:00;2021-04-07;VR13;Amsterdam-Amstelland;4775;328
2;2022-03-15 09:00:00;2021-04-08;VR13;Amsterdam-Amstelland;4464;390
2;2022-03-15 09:00:00;2021-04-09;VR13;Amsterdam-Amstelland;3873;334
2;2022-03-15 09:00:00;2021-04-10;VR13;Amsterdam-Amstelland;3236;328
2;2022-03-15 09:00:00;2021-04-11;VR13;Amsterdam-Amstelland;2866;261
2;2022-03-15 09:00:00;2021-04-12;VR13;Amsterdam-Amstelland;3966;347
2;2022-03-15 09:00:00;2021-04-13;VR13;Amsterdam-Amstelland;4103;349
2;2022-03-15 09:00:00;2021-04-14;VR13;Amsterdam-Amstelland;4554;392
2;2022-03-15 09:00:00;2021-04-15;VR13;Amsterdam-Amstelland;4091;407
2;2022-03-15 09:00:00;2021-04-16;VR13;Amsterdam-Amstelland;3936;446
2;2022-03-15 09:00:00;2021-04-17;VR13;Amsterdam-Amstelland;2896;330
2;2022-03-15 09:00:00;2021-04-18;VR13;Amsterdam-Amstelland;2874;328
2;2022-03-15 09:00:00;2021-04-19;VR13;Amsterdam-Amstelland;4271;410
2;2022-03-15 09:00:00;2021-04-20;VR13;Amsterdam-Amstelland;4200;435
2;2022-03-15 09:00:00;2021-04-21;VR13;Amsterdam-Amstelland;4750;450
2;2022-03-15 09:00:00;2021-04-22;VR13;Amsterdam-Amstelland;4084;379
2;2022-03-15 09:00:00;2021-04-23;VR13;Amsterdam-Amstelland;3596;322
2;2022-03-15 09:00:00;2021-04-24;VR13;Amsterdam-Amstelland;3061;318
2;2022-03-15 09:00:00;2021-04-25;VR13;Amsterdam-Amstelland;2753;277
2;2022-03-15 09:00:00;2021-04-26;VR13;Amsterdam-Amstelland;3468;371
2;2022-03-15 09:00:00;2021-04-27;VR13;Amsterdam-Amstelland;2852;319
2;2022-03-15 09:00:00;2021-04-28;VR13;Amsterdam-Amstelland;3557;347
2;2022-03-15 09:00:00;2021-04-29;VR13;Amsterdam-Amstelland;3972;415
2;2022-03-15 09:00:00;2021-04-30;VR13;Amsterdam-Amstelland;4112;469
2;2022-03-15 09:00:00;2021-05-01;VR13;Amsterdam-Amstelland;3173;423
2;2022-03-15 09:00:00;2021-05-02;VR13;Amsterdam-Amstelland;3500;426
2;2022-03-15 09:00:00;2021-05-03;VR13;Amsterdam-Amstelland;3980;458
2;2022-03-15 09:00:00;2021-05-04;VR13;Amsterdam-Amstelland;3707;409
2;2022-03-15 09:00:00;2021-05-05;VR13;Amsterdam-Amstelland;3931;474
2;2022-03-15 09:00:00;2021-05-06;VR13;Amsterdam-Amstelland;3729;383
2;2022-03-15 09:00:00;2021-05-07;VR13;Amsterdam-Amstelland;3467;376
2;2022-03-15 09:00:00;2021-05-08;VR13;Amsterdam-Amstelland;2656;283
2;2022-03-15 09:00:00;2021-05-09;VR13;Amsterdam-Amstelland;2190;262
2;2022-03-15 09:00:00;2021-05-10;VR13;Amsterdam-Amstelland;2928;314
2;2022-03-15 09:00:00;2021-05-11;VR13;Amsterdam-Amstelland;3083;298
2;2022-03-15 09:00:00;2021-05-12;VR13;Amsterdam-Amstelland;2932;319
2;2022-03-15 09:00:00;2021-05-13;VR13;Amsterdam-Amstelland;2402;261
2;2022-03-15 09:00:00;2021-05-14;VR13;Amsterdam-Amstelland;2309;221
2;2022-03-15 09:00:00;2021-05-15;VR13;Amsterdam-Amstelland;1967;188
2;2022-03-15 09:00:00;2021-05-16;VR13;Amsterdam-Amstelland;1901;159
2;2022-03-15 09:00:00;2021-05-17;VR13;Amsterdam-Amstelland;2668;225
2;2022-03-15 09:00:00;2021-05-18;VR13;Amsterdam-Amstelland;2481;246
2;2022-03-15 09:00:00;2021-05-19;VR13;Amsterdam-Amstelland;2521;225
2;2022-03-15 09:00:00;2021-05-20;VR13;Amsterdam-Amstelland;2490;195
2;2022-03-15 09:00:00;2021-05-21;VR13;Amsterdam-Amstelland;2345;158
2;2022-03-15 09:00:00;2021-05-22;VR13;Amsterdam-Amstelland;1724;133
2;2022-03-15 09:00:00;2021-05-23;VR13;Amsterdam-Amstelland;1488;142
2;2022-03-15 09:00:00;2021-05-24;VR13;Amsterdam-Amstelland;1697;125
2;2022-03-15 09:00:00;2021-05-25;VR13;Amsterdam-Amstelland;2099;169
2;2022-03-15 09:00:00;2021-05-26;VR13;Amsterdam-Amstelland;2721;191
2;2022-03-15 09:00:00;2021-05-27;VR13;Amsterdam-Amstelland;2236;186
2;2022-03-15 09:00:00;2021-05-28;VR13;Amsterdam-Amstelland;1969;152
2;2022-03-15 09:00:00;2021-05-29;VR13;Amsterdam-Amstelland;1360;114
2;2022-03-15 09:00:00;2021-05-30;VR13;Amsterdam-Amstelland;1247;98
2;2022-03-15 09:00:00;2021-05-31;VR13;Amsterdam-Amstelland;2120;140
2;2022-03-15 09:00:00;2021-06-01;VR13;Amsterdam-Amstelland;2054;146
2;2022-03-15 09:00:00;2021-06-02;VR13;Amsterdam-Amstelland;1965;137
2;2022-03-15 09:00:00;2021-06-03;VR13;Amsterdam-Amstelland;1908;97
2;2022-03-15 09:00:00;2021-06-04;VR13;Amsterdam-Amstelland;1704;99
2;2022-03-15 09:00:00;2021-06-05;VR13;Amsterdam-Amstelland;1295;69
2;2022-03-15 09:00:00;2021-06-06;VR13;Amsterdam-Amstelland;1241;69
2;2022-03-15 09:00:00;2021-06-07;VR13;Amsterdam-Amstelland;1858;78
2;2022-03-15 09:00:00;2021-06-08;VR13;Amsterdam-Amstelland;1848;69
2;2022-03-15 09:00:00;2021-06-09;VR13;Amsterdam-Amstelland;1782;79
2;2022-03-15 09:00:00;2021-06-10;VR13;Amsterdam-Amstelland;1685;64
2;2022-03-15 09:00:00;2021-06-11;VR13;Amsterdam-Amstelland;1536;91
2;2022-03-15 09:00:00;2021-06-12;VR13;Amsterdam-Amstelland;1142;74
2;2022-03-15 09:00:00;2021-06-13;VR13;Amsterdam-Amstelland;1121;70
2;2022-03-15 09:00:00;2021-06-14;VR13;Amsterdam-Amstelland;1640;81
2;2022-03-15 09:00:00;2021-06-15;VR13;Amsterdam-Amstelland;1604;100
2;2022-03-15 09:00:00;2021-06-16;VR13;Amsterdam-Amstelland;1595;63
2;2022-03-15 09:00:00;2021-06-17;VR13;Amsterdam-Amstelland;1403;70
2;2022-03-15 09:00:00;2021-06-18;VR13;Amsterdam-Amstelland;1375;61
2;2022-03-15 09:00:00;2021-06-19;VR13;Amsterdam-Amstelland;1105;43
2;2022-03-15 09:00:00;2021-06-20;VR13;Amsterdam-Amstelland;944;40
2;2022-03-15 09:00:00;2021-06-21;VR13;Amsterdam-Amstelland;1369;47
2;2022-03-15 09:00:00;2021-06-22;VR13;Amsterdam-Amstelland;1313;42
2;2022-03-15 09:00:00;2021-06-23;VR13;Amsterdam-Amstelland;1459;58
2;2022-03-15 09:00:00;2021-06-24;VR13;Amsterdam-Amstelland;1452;42
2;2022-03-15 09:00:00;2021-06-25;VR13;Amsterdam-Amstelland;1411;43
2;2022-03-15 09:00:00;2021-06-26;VR13;Amsterdam-Amstelland;1036;34
2;2022-03-15 09:00:00;2021-06-27;VR13;Amsterdam-Amstelland;755;37
2;2022-03-15 09:00:00;2021-06-28;VR13;Amsterdam-Amstelland;1181;47
2;2022-03-15 09:00:00;2021-06-29;VR13;Amsterdam-Amstelland;1342;54
2;2022-03-15 09:00:00;2021-06-30;VR13;Amsterdam-Amstelland;1343;82
2;2022-03-15 09:00:00;2021-07-01;VR13;Amsterdam-Amstelland;1563;136
2;2022-03-15 09:00:00;2021-07-02;VR13;Amsterdam-Amstelland;1599;161
2;2022-03-15 09:00:00;2021-07-03;VR13;Amsterdam-Amstelland;1395;208
2;2022-03-15 09:00:00;2021-07-04;VR13;Amsterdam-Amstelland;1444;264
2;2022-03-15 09:00:00;2021-07-05;VR13;Amsterdam-Amstelland;2647;539
2;2022-03-15 09:00:00;2021-07-06;VR13;Amsterdam-Amstelland;3674;857
2;2022-03-15 09:00:00;2021-07-07;VR13;Amsterdam-Amstelland;4234;1089
2;2022-03-15 09:00:00;2021-07-08;VR13;Amsterdam-Amstelland;5049;1264
2;2022-03-15 09:00:00;2021-07-09;VR13;Amsterdam-Amstelland;5206;1172
2;2022-03-15 09:00:00;2021-07-10;VR13;Amsterdam-Amstelland;5352;1209
2;2022-03-15 09:00:00;2021-07-11;VR13;Amsterdam-Amstelland;4771;1064
2;2022-03-15 09:00:00;2021-07-12;VR13;Amsterdam-Amstelland;5486;1190
2;2022-03-15 09:00:00;2021-07-13;VR13;Amsterdam-Amstelland;6060;1315
2;2022-03-15 09:00:00;2021-07-14;VR13;Amsterdam-Amstelland;6323;1282
2;2022-03-15 09:00:00;2021-07-15;VR13;Amsterdam-Amstelland;6761;1282
2;2022-03-15 09:00:00;2021-07-16;VR13;Amsterdam-Amstelland;5722;967
2;2022-03-15 09:00:00;2021-07-17;VR13;Amsterdam-Amstelland;3846;805
2;2022-03-15 09:00:00;2021-07-18;VR13;Amsterdam-Amstelland;2870;596
2;2022-03-15 09:00:00;2021-07-19;VR13;Amsterdam-Amstelland;3596;683
2;2022-03-15 09:00:00;2021-07-20;VR13;Amsterdam-Amstelland;3322;601
2;2022-03-15 09:00:00;2021-07-21;VR13;Amsterdam-Amstelland;2988;536
2;2022-03-15 09:00:00;2021-07-22;VR13;Amsterdam-Amstelland;2802;433
2;2022-03-15 09:00:00;2021-07-23;VR13;Amsterdam-Amstelland;2495;399
2;2022-03-15 09:00:00;2021-07-24;VR13;Amsterdam-Amstelland;1801;330
2;2022-03-15 09:00:00;2021-07-25;VR13;Amsterdam-Amstelland;1625;292
2;2022-03-15 09:00:00;2021-07-26;VR13;Amsterdam-Amstelland;2170;325
2;2022-03-15 09:00:00;2021-07-27;VR13;Amsterdam-Amstelland;2063;321
2;2022-03-15 09:00:00;2021-07-28;VR13;Amsterdam-Amstelland;1897;283
2;2022-03-15 09:00:00;2021-07-29;VR13;Amsterdam-Amstelland;1741;258
2;2022-03-15 09:00:00;2021-07-30;VR13;Amsterdam-Amstelland;1843;254
2;2022-03-15 09:00:00;2021-07-31;VR13;Amsterdam-Amstelland;1209;184
2;2022-03-15 09:00:00;2021-08-01;VR13;Amsterdam-Amstelland;1117;187
2;2022-03-15 09:00:00;2021-08-02;VR13;Amsterdam-Amstelland;1546;228
2;2022-03-15 09:00:00;2021-08-03;VR13;Amsterdam-Amstelland;1581;228
2;2022-03-15 09:00:00;2021-08-04;VR13;Amsterdam-Amstelland;1549;245
2;2022-03-15 09:00:00;2021-08-05;VR13;Amsterdam-Amstelland;1495;204
2;2022-03-15 09:00:00;2021-08-06;VR13;Amsterdam-Amstelland;1528;255
2;2022-03-15 09:00:00;2021-08-07;VR13;Amsterdam-Amstelland;1095;208
2;2022-03-15 09:00:00;2021-08-08;VR13;Amsterdam-Amstelland;1080;180
2;2022-03-15 09:00:00;2021-08-09;VR13;Amsterdam-Amstelland;1509;252
2;2022-03-15 09:00:00;2021-08-10;VR13;Amsterdam-Amstelland;1492;248
2;2022-03-15 09:00:00;2021-08-11;VR13;Amsterdam-Amstelland;1319;225
2;2022-03-15 09:00:00;2021-08-12;VR13;Amsterdam-Amstelland;1280;235
2;2022-03-15 09:00:00;2021-08-13;VR13;Amsterdam-Amstelland;1334;221
2;2022-03-15 09:00:00;2021-08-14;VR13;Amsterdam-Amstelland;1046;197
2;2022-03-15 09:00:00;2021-08-15;VR13;Amsterdam-Amstelland;957;189
2;2022-03-15 09:00:00;2021-08-16;VR13;Amsterdam-Amstelland;1474;232
2;2022-03-15 09:00:00;2021-08-17;VR13;Amsterdam-Amstelland;1538;247
2;2022-03-15 09:00:00;2021-08-18;VR13;Amsterdam-Amstelland;1409;205
2;2022-03-15 09:00:00;2021-08-19;VR13;Amsterdam-Amstelland;1361;219
2;2022-03-15 09:00:00;2021-08-20;VR13;Amsterdam-Amstelland;1533;242
2;2022-03-15 09:00:00;2021-08-21;VR13;Amsterdam-Amstelland;1168;209
2;2022-03-15 09:00:00;2021-08-22;VR13;Amsterdam-Amstelland;1173;209
2;2022-03-15 09:00:00;2021-08-23;VR13;Amsterdam-Amstelland;1586;262
2;2022-03-15 09:00:00;2021-08-24;VR13;Amsterdam-Amstelland;1553;257
2;2022-03-15 09:00:00;2021-08-25;VR13;Amsterdam-Amstelland;1607;217
2;2022-03-15 09:00:00;2021-08-26;VR13;Amsterdam-Amstelland;1430;198
2;2022-03-15 09:00:00;2021-08-27;VR13;Amsterdam-Amstelland;1562;221
2;2022-03-15 09:00:00;2021-08-28;VR13;Amsterdam-Amstelland;1342;172
2;2022-03-15 09:00:00;2021-08-29;VR13;Amsterdam-Amstelland;2098;155
2;2022-03-15 09:00:00;2021-08-30;VR13;Amsterdam-Amstelland;2879;236
2;2022-03-15 09:00:00;2021-08-31;VR13;Amsterdam-Amstelland;2835;236
2;2022-03-15 09:00:00;2021-09-01;VR13;Amsterdam-Amstelland;3187;241
2;2022-03-15 09:00:00;2021-09-02;VR13;Amsterdam-Amstelland;2626;196
2;2022-03-15 09:00:00;2021-09-03;VR13;Amsterdam-Amstelland;2387;180
2;2022-03-15 09:00:00;2021-09-04;VR13;Amsterdam-Amstelland;1711;179
2;2022-03-15 09:00:00;2021-09-05;VR13;Amsterdam-Amstelland;1717;209
2;2022-03-15 09:00:00;2021-09-06;VR13;Amsterdam-Amstelland;2551;248
2;2022-03-15 09:00:00;2021-09-07;VR13;Amsterdam-Amstelland;2486;246
2;2022-03-15 09:00:00;2021-09-08;VR13;Amsterdam-Amstelland;2602;230
2;2022-03-15 09:00:00;2021-09-09;VR13;Amsterdam-Amstelland;1917;164
2;2022-03-15 09:00:00;2021-09-10;VR13;Amsterdam-Amstelland;1851;202
2;2022-03-15 09:00:00;2021-09-11;VR13;Amsterdam-Amstelland;1667;136
2;2022-03-15 09:00:00;2021-09-12;VR13;Amsterdam-Amstelland;1646;147
2;2022-03-15 09:00:00;2021-09-13;VR13;Amsterdam-Amstelland;2377;176
2;2022-03-15 09:00:00;2021-09-14;VR13;Amsterdam-Amstelland;2030;156
2;2022-03-15 09:00:00;2021-09-15;VR13;Amsterdam-Amstelland;2056;145
2;2022-03-15 09:00:00;2021-09-16;VR13;Amsterdam-Amstelland;1637;153
2;2022-03-15 09:00:00;2021-09-17;VR13;Amsterdam-Amstelland;1465;106
2;2022-03-15 09:00:00;2021-09-18;VR13;Amsterdam-Amstelland;1167;92
2;2022-03-15 09:00:00;2021-09-19;VR13;Amsterdam-Amstelland;1111;85
2;2022-03-15 09:00:00;2021-09-20;VR13;Amsterdam-Amstelland;1721;112
2;2022-03-15 09:00:00;2021-09-21;VR13;Amsterdam-Amstelland;1543;87
2;2022-03-15 09:00:00;2021-09-22;VR13;Amsterdam-Amstelland;1419;97
2;2022-03-15 09:00:00;2021-09-23;VR13;Amsterdam-Amstelland;1377;84
2;2022-03-15 09:00:00;2021-09-24;VR13;Amsterdam-Amstelland;1140;66
2;2022-03-15 09:00:00;2021-09-25;VR13;Amsterdam-Amstelland;811;59
2;2022-03-15 09:00:00;2021-09-26;VR13;Amsterdam-Amstelland;691;86
2;2022-03-15 09:00:00;2021-09-27;VR13;Amsterdam-Amstelland;1294;82
2;2022-03-15 09:00:00;2021-09-28;VR13;Amsterdam-Amstelland;1245;79
2;2022-03-15 09:00:00;2021-09-29;VR13;Amsterdam-Amstelland;1195;74
2;2022-03-15 09:00:00;2021-09-30;VR13;Amsterdam-Amstelland;1129;88
2;2022-03-15 09:00:00;2021-10-01;VR13;Amsterdam-Amstelland;1040;76
2;2022-03-15 09:00:00;2021-10-02;VR13;Amsterdam-Amstelland;747;86
2;2022-03-15 09:00:00;2021-10-03;VR13;Amsterdam-Amstelland;728;77
2;2022-03-15 09:00:00;2021-10-04;VR13;Amsterdam-Amstelland;1418;97
2;2022-03-15 09:00:00;2021-10-05;VR13;Amsterdam-Amstelland;1535;152
2;2022-03-15 09:00:00;2021-10-06;VR13;Amsterdam-Amstelland;1461;117
2;2022-03-15 09:00:00;2021-10-07;VR13;Amsterdam-Amstelland;1401;124
2;2022-03-15 09:00:00;2021-10-08;VR13;Amsterdam-Amstelland;1262;130
2;2022-03-15 09:00:00;2021-10-09;VR13;Amsterdam-Amstelland;924;101
2;2022-03-15 09:00:00;2021-10-10;VR13;Amsterdam-Amstelland;987;118
2;2022-03-15 09:00:00;2021-10-11;VR13;Amsterdam-Amstelland;1685;148
2;2022-03-15 09:00:00;2021-10-12;VR13;Amsterdam-Amstelland;1578;137
2;2022-03-15 09:00:00;2021-10-13;VR13;Amsterdam-Amstelland;1926;199
2;2022-03-15 09:00:00;2021-10-14;VR13;Amsterdam-Amstelland;1878;191
2;2022-03-15 09:00:00;2021-10-15;VR13;Amsterdam-Amstelland;1514;174
2;2022-03-15 09:00:00;2021-10-16;VR13;Amsterdam-Amstelland;1114;155
2;2022-03-15 09:00:00;2021-10-17;VR13;Amsterdam-Amstelland;1044;161
2;2022-03-15 09:00:00;2021-10-18;VR13;Amsterdam-Amstelland;1988;212
2;2022-03-15 09:00:00;2021-10-19;VR13;Amsterdam-Amstelland;2195;268
2;2022-03-15 09:00:00;2021-10-20;VR13;Amsterdam-Amstelland;2260;260
2;2022-03-15 09:00:00;2021-10-21;VR13;Amsterdam-Amstelland;2141;325
2;2022-03-15 09:00:00;2021-10-22;VR13;Amsterdam-Amstelland;1971;295
2;2022-03-15 09:00:00;2021-10-23;VR13;Amsterdam-Amstelland;1464;248
2;2022-03-15 09:00:00;2021-10-24;VR13;Amsterdam-Amstelland;1508;269
2;2022-03-15 09:00:00;2021-10-25;VR13;Amsterdam-Amstelland;2516;334
2;2022-03-15 09:00:00;2021-10-26;VR13;Amsterdam-Amstelland;2293;296
2;2022-03-15 09:00:00;2021-10-27;VR13;Amsterdam-Amstelland;2465;341
2;2022-03-15 09:00:00;2021-10-28;VR13;Amsterdam-Amstelland;2593;399
2;2022-03-15 09:00:00;2021-10-29;VR13;Amsterdam-Amstelland;2269;390
2;2022-03-15 09:00:00;2021-10-30;VR13;Amsterdam-Amstelland;1663;271
2;2022-03-15 09:00:00;2021-10-31;VR13;Amsterdam-Amstelland;1812;344
