Version;Date_of_report;Date_of_statistics;Security_region_code;Security_region_name;Tested_with_result;Tested_positive
2;2022-03-15 09:00:00;2021-12-27;VR05;Twente;1419;450
2;2022-03-15 09:00:00;2021-12-28;VR05;Twente;1422;432
2;2022-03-15 09:00:00;2021-12-29;VR05;Twente;1821;523
2;2022-03-15 09:00:00;2021-12-30;VR05;Twente;2351;680
2;2022-03-15 09:00:00;2021-12-31;VR05;Twente;1410;460
2;2022-03-15 09:00:00;2022-01-01;VR05;Twente;1047;384
2;2022-03-15 09:00:00;2022-01-02;VR05;Twente;1870;661
2;2022-03-15 09:00:00;2022-01-03;VR05;Twente;2555;964
2;2022-03-15 09:00:00;2022-01-04;VR05;Twente;2985;1141
2;2022-03-15 09:00:00;2022-01-05;VR05;Twente;3504;1014
2;2022-03-15 09:00:00;2022-01-06;VR05;Twente;3545;1032
2;2022-03-15 09:00:00;2022-01-07;VR05;Twente;3281;882
2;2022-03-15 09:00:00;2022-01-08;VR05;Twente;2965;889
2;2022-03-15 09:00:00;2022-01-09;VR05;Twente;2971;929
2;2022-03-15 09:00:00;2022-01-10;VR05;Twente;3545;1148
2;2022-03-15 09:00:00;2022-01-11;VR05;Twente;3280;1042
2;2022-03-15 09:00:00;2022-01-12;VR05;Twente;3621;1123
2;2022-03-15 09:00:00;2022-01-13;VR05;Twente;3631;1050
2;2022-03-15 09:00:00;2022-01-14;VR05;Twente;3340;1031
2;2022-03-15 09:00:00;2022-01-15;VR05;Twente;2816;997
2;2022-03-15 09:00:00;2022-01-16;VR05;Twente;3157;1211
2;2022-03-15 09:00:00;2022-01-17;VR05;Twente;4138;1800
2;2022-03-15 09:00:00;2022-01-18;VR05;Twente;4898;2121
2;2022-03-15 09:00:00;2022-01-19;VR05;Twente;4935;1977
2;2022-03-15 09:00:00;2022-01-20;VR05;Twente;4850;2032
2;2022-03-15 09:00:00;2022-01-21;VR05;Twente;4508;1894
2;2022-03-15 09:00:00;2022-01-22;VR05;Twente;4211;1730
2;2022-03-15 09:00:00;2022-01-23;VR05;Twente;4392;1893
2;2022-03-15 09:00:00;2022-01-24;VR05;Twente;5215;2639
2;2022-03-15 09:00:00;2022-01-25;VR05;Twente;4995;2418
2;2022-03-15 09:00:00;2022-01-26;VR05;Twente;4707;2265
2;2022-03-15 09:00:00;2022-01-27;VR05;Twente;4839;2611
2;2022-03-15 09:00:00;2022-01-28;VR05;Twente;4903;2809
2;2022-03-15 09:00:00;2022-01-29;VR05;Twente;4097;2438
2;2022-03-15 09:00:00;2022-01-30;VR05;Twente;4153;2449
2;2022-03-15 09:00:00;2022-01-31;VR05;Twente;4683;3045
2;2022-03-15 09:00:00;2022-02-01;VR05;Twente;4751;2975
2;2022-03-15 09:00:00;2022-02-02;VR05;Twente;4716;2911
2;2022-03-15 09:00:00;2022-02-03;VR05;Twente;4624;2861
2;2022-03-15 09:00:00;2022-02-04;VR05;Twente;4664;2893
2;2022-03-15 09:00:00;2022-02-05;VR05;Twente;4553;2776
2;2022-03-15 09:00:00;2022-02-06;VR05;Twente;4244;2463
2;2022-03-15 09:00:00;2022-02-07;VR05;Twente;4506;2762
2;2022-03-15 09:00:00;2022-02-08;VR05;Twente;4583;2721
2;2022-03-15 09:00:00;2022-02-09;VR05;Twente;4605;2812
2;2022-03-15 09:00:00;2022-02-10;VR05;Twente;4794;2909
2;2022-03-15 09:00:00;2022-02-11;VR05;Twente;4435;2588
2;2022-03-15 09:00:00;2022-02-12;VR05;Twente;3184;1915
2;2022-03-15 09:00:00;2022-02-13;VR05;Twente;2988;1713
2;2022-03-15 09:00:00;2022-02-14;VR05;Twente;4102;2410
2;2022-03-15 09:00:00;2022-02-15;VR05;Twente;3234;1872
2;2022-03-15 09:00:00;2022-02-16;VR05;Twente;2917;1647
2;2022-03-15 09:00:00;2022-02-17;VR05;Twente;2437;1364
2;2022-03-15 09:00:00;2022-02-18;VR05;Twente;1499;831
2;2022-03-15 09:00:00;2022-02-19;VR05;Twente;2083;1347
2;2022-03-15 09:00:00;2022-02-20;VR05;Twente;1652;1020
2;2022-03-15 09:00:00;2022-02-21;VR05;Twente;2063;1269
2;2022-03-15 09:00:00;2022-02-22;VR05;Twente;1908;1270
2;2022-03-15 09:00:00;2022-02-23;VR05;Twente;1991;1344
2;2022-03-15 09:00:00;2022-02-24;VR05;Twente;1970;1280
2;2022-03-15 09:00:00;2022-02-25;VR05;Twente;1632;1082
2;2022-03-15 09:00:00;2022-02-26;VR05;Twente;1572;1121
2;2022-03-15 09:00:00;2022-02-27;VR05;Twente;1872;1291
2;2022-03-15 09:00:00;2022-02-28;VR05;Twente;2342;1591
2;2022-03-15 09:00:00;2022-03-01;VR05;Twente;2573;1779
2;2022-03-15 09:00:00;2022-03-02;VR05;Twente;3013;2032
2;2022-03-15 09:00:00;2022-03-03;VR05;Twente;2701;1790
2;2022-03-15 09:00:00;2022-03-04;VR05;Twente;2376;1599
2;2022-03-15 09:00:00;2022-03-05;VR05;Twente;2147;1506
2;2022-03-15 09:00:00;2022-03-06;VR05;Twente;2255;1532
2;2022-03-15 09:00:00;2022-03-07;VR05;Twente;3187;2074
2;2022-03-15 09:00:00;2022-03-08;VR05;Twente;3248;2160
2;2022-03-15 09:00:00;2022-03-09;VR05;Twente;3197;2197
2;2022-03-15 09:00:00;2022-03-10;VR05;Twente;3161;2181
2;2022-03-15 09:00:00;2022-03-11;VR05;Twente;2634;1747
2;2022-03-15 09:00:00;2022-03-12;VR05;Twente;2283;1585
2;2022-03-15 09:00:00;2022-03-13;VR05;Twente;2557;1815
2;2022-03-15 09:00:00;2020-06-01;VR06;Noord- en Oost-Gelderland;70;5
2;2022-03-15 09:00:00;2020-06-02;VR06;Noord- en Oost-Gelderland;220;9
2;2022-03-15 09:00:00;2020-06-03;VR06;Noord- en Oost-Gelderland;376;14
2;2022-03-15 09:00:00;2020-06-04;VR06;Noord- en Oost-Gelderland;402;13
2;2022-03-15 09:00:00;2020-06-05;VR06;Noord- en Oost-Gelderland;383;6
2;2022-03-15 09:00:00;2020-06-06;VR06;Noord- en Oost-Gelderland;413;9
2;2022-03-15 09:00:00;2020-06-07;VR06;Noord- en Oost-Gelderland;110;3
2;2022-03-15 09:00:00;2020-06-08;VR06;Noord- en Oost-Gelderland;324;4
2;2022-03-15 09:00:00;2020-06-09;VR06;Noord- en Oost-Gelderland;367;3
2;2022-03-15 09:00:00;2020-06-10;VR06;Noord- en Oost-Gelderland;368;8
2;2022-03-15 09:00:00;2020-06-11;VR06;Noord- en Oost-Gelderland;327;6
2;2022-03-15 09:00:00;2020-06-12;VR06;Noord- en Oost-Gelderland;313;7
2;2022-03-15 09:00:00;2020-06-13;VR06;Noord- en Oost-Gelderland;266;9
2;2022-03-15 09:00:00;2020-06-14;VR06;Noord- en Oost-Gelderland;78;0
2;2022-03-15 09:00:00;2020-06-15;VR06;Noord- en Oost-Gelderland;337;6
2;2022-03-15 09:00:00;2020-06-16;VR06;Noord- en Oost-Gelderland;394;3
2;2022-03-15 09:00:00;2020-06-17;VR06;Noord- en Oost-Gelderland;381;6
2;2022-03-15 09:00:00;2020-06-18;VR06;Noord- en Oost-Gelderland;364;7
2;2022-03-15 09:00:00;2020-06-19;VR06;Noord- en Oost-Gelderland;352;5
2;2022-03-15 09:00:00;2020-06-20;VR06;Noord- en Oost-Gelderland;261;7
2;2022-03-15 09:00:00;2020-06-21;VR06;Noord- en Oost-Gelderland;120;4
2;2022-03-15 09:00:00;2020-06-22;VR06;Noord- en Oost-Gelderland;401;3
2;2022-03-15 09:00:00;2020-06-23;VR06;Noord- en Oost-Gelderland;441;5
2;2022-03-15 09:00:00;2020-06-24;VR06;Noord- en Oost-Gelderland;401;1
2;2022-03-15 09:00:00;2020-06-25;VR06;Noord- en Oost-Gelderland;402;6
2;2022-03-15 09:00:00;2020-06-26;VR06;Noord- en Oost-Gelderland;391;3
2;2022-03-15 09:00:00;2020-06-27;VR06;Noord- en Oost-Gelderland;308;3
2;2022-03-15 09:00:00;2020-06-28;VR06;Noord- en Oost-Gelderland;123;0
2;2022-03-15 09:00:00;2020-06-29;VR06;Noord- en Oost-Gelderland;451;4
2;2022-03-15 09:00:00;2020-06-30;VR06;Noord- en Oost-Gelderland;543;1
2;2022-03-15 09:00:00;2020-07-01;VR06;Noord- en Oost-Gelderland;554;1
2;2022-03-15 09:00:00;2020-07-02;VR06;Noord- en Oost-Gelderland;490;0
2;2022-03-15 09:00:00;2020-07-03;VR06;Noord- en Oost-Gelderland;494;2
2;2022-03-15 09:00:00;2020-07-04;VR06;Noord- en Oost-Gelderland;356;1
2;2022-03-15 09:00:00;2020-07-05;VR06;Noord- en Oost-Gelderland;151;0
2;2022-03-15 09:00:00;2020-07-06;VR06;Noord- en Oost-Gelderland;497;0
2;2022-03-15 09:00:00;2020-07-07;VR06;Noord- en Oost-Gelderland;530;0
2;2022-03-15 09:00:00;2020-07-08;VR06;Noord- en Oost-Gelderland;548;0
2;2022-03-15 09:00:00;2020-07-09;VR06;Noord- en Oost-Gelderland;530;0
2;2022-03-15 09:00:00;2020-07-10;VR06;Noord- en Oost-Gelderland;522;0
2;2022-03-15 09:00:00;2020-07-11;VR06;Noord- en Oost-Gelderland;450;0
2;2022-03-15 09:00:00;2020-07-12;VR06;Noord- en Oost-Gelderland;157;0
2;2022-03-15 09:00:00;2020-07-13;VR06;Noord- en Oost-Gelderland;502;0
2;2022-03-15 09:00:00;2020-07-14;VR06;Noord- en Oost-Gelderland;684;0
2;2022-03-15 09:00:00;2020-07-15;VR06;Noord- en Oost-Gelderland;541;0
2;2022-03-15 09:00:00;2020-07-16;VR06;Noord- en Oost-Gelderland;653;2
2;2022-03-15 09:00:00;2020-07-17;VR06;Noord- en Oost-Gelderland;629;0
2;2022-03-15 09:00:00;2020-07-18;VR06;Noord- en Oost-Gelderland;541;3
2;2022-03-15 09:00:00;2020-07-19;VR06;Noord- en Oost-Gelderland;231;0
2;2022-03-15 09:00:00;2020-07-20;VR06;Noord- en Oost-Gelderland;668;0
2;2022-03-15 09:00:00;2020-07-21;VR06;Noord- en Oost-Gelderland;756;2
2;2022-03-15 09:00:00;2020-07-22;VR06;Noord- en Oost-Gelderland;767;6
2;2022-03-15 09:00:00;2020-07-23;VR06;Noord- en Oost-Gelderland;720;0
2;2022-03-15 09:00:00;2020-07-24;VR06;Noord- en Oost-Gelderland;740;2
2;2022-03-15 09:00:00;2020-07-25;VR06;Noord- en Oost-Gelderland;680;6
2;2022-03-15 09:00:00;2020-07-26;VR06;Noord- en Oost-Gelderland;340;2
2;2022-03-15 09:00:00;2020-07-27;VR06;Noord- en Oost-Gelderland;733;2
2;2022-03-15 09:00:00;2020-07-28;VR06;Noord- en Oost-Gelderland;737;3
2;2022-03-15 09:00:00;2020-07-29;VR06;Noord- en Oost-Gelderland;706;6
2;2022-03-15 09:00:00;2020-07-30;VR06;Noord- en Oost-Gelderland;598;1
2;2022-03-15 09:00:00;2020-07-31;VR06;Noord- en Oost-Gelderland;491;4
2;2022-03-15 09:00:00;2020-08-01;VR06;Noord- en Oost-Gelderland;314;2
2;2022-03-15 09:00:00;2020-08-02;VR06;Noord- en Oost-Gelderland;211;1
2;2022-03-15 09:00:00;2020-08-03;VR06;Noord- en Oost-Gelderland;419;5
2;2022-03-15 09:00:00;2020-08-04;VR06;Noord- en Oost-Gelderland;558;7
2;2022-03-15 09:00:00;2020-08-05;VR06;Noord- en Oost-Gelderland;527;9
2;2022-03-15 09:00:00;2020-08-06;VR06;Noord- en Oost-Gelderland;454;6
2;2022-03-15 09:00:00;2020-08-07;VR06;Noord- en Oost-Gelderland;511;4
2;2022-03-15 09:00:00;2020-08-08;VR06;Noord- en Oost-Gelderland;438;17
2;2022-03-15 09:00:00;2020-08-09;VR06;Noord- en Oost-Gelderland;269;7
2;2022-03-15 09:00:00;2020-08-10;VR06;Noord- en Oost-Gelderland;419;5
2;2022-03-15 09:00:00;2020-08-11;VR06;Noord- en Oost-Gelderland;526;9
2;2022-03-15 09:00:00;2020-08-12;VR06;Noord- en Oost-Gelderland;464;4
2;2022-03-15 09:00:00;2020-08-13;VR06;Noord- en Oost-Gelderland;574;7
2;2022-03-15 09:00:00;2020-08-14;VR06;Noord- en Oost-Gelderland;529;10
2;2022-03-15 09:00:00;2020-08-15;VR06;Noord- en Oost-Gelderland;396;4
2;2022-03-15 09:00:00;2020-08-16;VR06;Noord- en Oost-Gelderland;383;4
2;2022-03-15 09:00:00;2020-08-17;VR06;Noord- en Oost-Gelderland;482;1
2;2022-03-15 09:00:00;2020-08-18;VR06;Noord- en Oost-Gelderland;591;10
2;2022-03-15 09:00:00;2020-08-19;VR06;Noord- en Oost-Gelderland;617;10
2;2022-03-15 09:00:00;2020-08-20;VR06;Noord- en Oost-Gelderland;723;9
2;2022-03-15 09:00:00;2020-08-21;VR06;Noord- en Oost-Gelderland;710;16
2;2022-03-15 09:00:00;2020-08-22;VR06;Noord- en Oost-Gelderland;615;20
2;2022-03-15 09:00:00;2020-08-23;VR06;Noord- en Oost-Gelderland;462;6
2;2022-03-15 09:00:00;2020-08-24;VR06;Noord- en Oost-Gelderland;681;17
2;2022-03-15 09:00:00;2020-08-25;VR06;Noord- en Oost-Gelderland;857;16
2;2022-03-15 09:00:00;2020-08-26;VR06;Noord- en Oost-Gelderland;709;6
2;2022-03-15 09:00:00;2020-08-27;VR06;Noord- en Oost-Gelderland;818;5
2;2022-03-15 09:00:00;2020-08-28;VR06;Noord- en Oost-Gelderland;769;12
2;2022-03-15 09:00:00;2020-08-29;VR06;Noord- en Oost-Gelderland;711;11
2;2022-03-15 09:00:00;2020-08-30;VR06;Noord- en Oost-Gelderland;595;7
2;2022-03-15 09:00:00;2020-08-31;VR06;Noord- en Oost-Gelderland;822;14
2;2022-03-15 09:00:00;2020-09-01;VR06;Noord- en Oost-Gelderland;731;6
2;2022-03-15 09:00:00;2020-09-02;VR06;Noord- en Oost-Gelderland;685;7
2;2022-03-15 09:00:00;2020-09-03;VR06;Noord- en Oost-Gelderland;754;10
2;2022-03-15 09:00:00;2020-09-04;VR06;Noord- en Oost-Gelderland;957;18
2;2022-03-15 09:00:00;2020-09-05;VR06;Noord- en Oost-Gelderland;826;19
2;2022-03-15 09:00:00;2020-09-06;VR06;Noord- en Oost-Gelderland;729;19
2;2022-03-15 09:00:00;2020-09-07;VR06;Noord- en Oost-Gelderland;836;24
2;2022-03-15 09:00:00;2020-09-08;VR06;Noord- en Oost-Gelderland;831;11
2;2022-03-15 09:00:00;2020-09-09;VR06;Noord- en Oost-Gelderland;866;31
2;2022-03-15 09:00:00;2020-09-10;VR06;Noord- en Oost-Gelderland;821;6
2;2022-03-15 09:00:00;2020-09-11;VR06;Noord- en Oost-Gelderland;984;16
2;2022-03-15 09:00:00;2020-09-12;VR06;Noord- en Oost-Gelderland;1117;43
2;2022-03-15 09:00:00;2020-09-13;VR06;Noord- en Oost-Gelderland;1111;27
2;2022-03-15 09:00:00;2020-09-14;VR06;Noord- en Oost-Gelderland;994;32
2;2022-03-15 09:00:00;2020-09-15;VR06;Noord- en Oost-Gelderland;1083;35
2;2022-03-15 09:00:00;2020-09-16;VR06;Noord- en Oost-Gelderland;1167;17
2;2022-03-15 09:00:00;2020-09-17;VR06;Noord- en Oost-Gelderland;1389;54
2;2022-03-15 09:00:00;2020-09-18;VR06;Noord- en Oost-Gelderland;1304;43
2;2022-03-15 09:00:00;2020-09-19;VR06;Noord- en Oost-Gelderland;1286;38
2;2022-03-15 09:00:00;2020-09-20;VR06;Noord- en Oost-Gelderland;1273;47
2;2022-03-15 09:00:00;2020-09-21;VR06;Noord- en Oost-Gelderland;1203;40
2;2022-03-15 09:00:00;2020-09-22;VR06;Noord- en Oost-Gelderland;1113;54
2;2022-03-15 09:00:00;2020-09-23;VR06;Noord- en Oost-Gelderland;1467;67
2;2022-03-15 09:00:00;2020-09-24;VR06;Noord- en Oost-Gelderland;1377;66
2;2022-03-15 09:00:00;2020-09-25;VR06;Noord- en Oost-Gelderland;1408;60
2;2022-03-15 09:00:00;2020-09-26;VR06;Noord- en Oost-Gelderland;1231;46
2;2022-03-15 09:00:00;2020-09-27;VR06;Noord- en Oost-Gelderland;1270;84
2;2022-03-15 09:00:00;2020-09-28;VR06;Noord- en Oost-Gelderland;1227;62
2;2022-03-15 09:00:00;2020-09-29;VR06;Noord- en Oost-Gelderland;1360;67
2;2022-03-15 09:00:00;2020-09-30;VR06;Noord- en Oost-Gelderland;1561;90
2;2022-03-15 09:00:00;2020-10-01;VR06;Noord- en Oost-Gelderland;1499;83
2;2022-03-15 09:00:00;2020-10-02;VR06;Noord- en Oost-Gelderland;1404;96
2;2022-03-15 09:00:00;2020-10-03;VR06;Noord- en Oost-Gelderland;1319;84
2;2022-03-15 09:00:00;2020-10-04;VR06;Noord- en Oost-Gelderland;1206;101
2;2022-03-15 09:00:00;2020-10-05;VR06;Noord- en Oost-Gelderland;1448;132
2;2022-03-15 09:00:00;2020-10-06;VR06;Noord- en Oost-Gelderland;1605;138
2;2022-03-15 09:00:00;2020-10-07;VR06;Noord- en Oost-Gelderland;1606;127
2;2022-03-15 09:00:00;2020-10-08;VR06;Noord- en Oost-Gelderland;1716;214
2;2022-03-15 09:00:00;2020-10-09;VR06;Noord- en Oost-Gelderland;1766;235
2;2022-03-15 09:00:00;2020-10-10;VR06;Noord- en Oost-Gelderland;1709;182
2;2022-03-15 09:00:00;2020-10-11;VR06;Noord- en Oost-Gelderland;1605;156
2;2022-03-15 09:00:00;2020-10-12;VR06;Noord- en Oost-Gelderland;1854;258
2;2022-03-15 09:00:00;2020-10-13;VR06;Noord- en Oost-Gelderland;1829;219
2;2022-03-15 09:00:00;2020-10-14;VR06;Noord- en Oost-Gelderland;1850;193
2;2022-03-15 09:00:00;2020-10-15;VR06;Noord- en Oost-Gelderland;1885;199
2;2022-03-15 09:00:00;2020-10-16;VR06;Noord- en Oost-Gelderland;1974;238
2;2022-03-15 09:00:00;2020-10-17;VR06;Noord- en Oost-Gelderland;1820;178
2;2022-03-15 09:00:00;2020-10-18;VR06;Noord- en Oost-Gelderland;1649;195
2;2022-03-15 09:00:00;2020-10-19;VR06;Noord- en Oost-Gelderland;1832;220
2;2022-03-15 09:00:00;2020-10-20;VR06;Noord- en Oost-Gelderland;1957;267
2;2022-03-15 09:00:00;2020-10-21;VR06;Noord- en Oost-Gelderland;1914;250
2;2022-03-15 09:00:00;2020-10-22;VR06;Noord- en Oost-Gelderland;1817;292
2;2022-03-15 09:00:00;2020-10-23;VR06;Noord- en Oost-Gelderland;1830;266
2;2022-03-15 09:00:00;2020-10-24;VR06;Noord- en Oost-Gelderland;1884;356
2;2022-03-15 09:00:00;2020-10-25;VR06;Noord- en Oost-Gelderland;1619;267
2;2022-03-15 09:00:00;2020-10-26;VR06;Noord- en Oost-Gelderland;1873;284
2;2022-03-15 09:00:00;2020-10-27;VR06;Noord- en Oost-Gelderland;1715;262
2;2022-03-15 09:00:00;2020-10-28;VR06;Noord- en Oost-Gelderland;2018;259
2;2022-03-15 09:00:00;2020-10-29;VR06;Noord- en Oost-Gelderland;1884;253
2;2022-03-15 09:00:00;2020-10-30;VR06;Noord- en Oost-Gelderland;1897;293
2;2022-03-15 09:00:00;2020-10-31;VR06;Noord- en Oost-Gelderland;1307;193
2;2022-03-15 09:00:00;2020-11-01;VR06;Noord- en Oost-Gelderland;1111;178
2;2022-03-15 09:00:00;2020-11-02;VR06;Noord- en Oost-Gelderland;1951;253
2;2022-03-15 09:00:00;2020-11-03;VR06;Noord- en Oost-Gelderland;1590;213
2;2022-03-15 09:00:00;2020-11-04;VR06;Noord- en Oost-Gelderland;1461;199
2;2022-03-15 09:00:00;2020-11-05;VR06;Noord- en Oost-Gelderland;1488;192
2;2022-03-15 09:00:00;2020-11-06;VR06;Noord- en Oost-Gelderland;1307;146
2;2022-03-15 09:00:00;2020-11-07;VR06;Noord- en Oost-Gelderland;1103;157
2;2022-03-15 09:00:00;2020-11-08;VR06;Noord- en Oost-Gelderland;1010;130
2;2022-03-15 09:00:00;2020-11-09;VR06;Noord- en Oost-Gelderland;1674;162
2;2022-03-15 09:00:00;2020-11-10;VR06;Noord- en Oost-Gelderland;1564;176
2;2022-03-15 09:00:00;2020-11-11;VR06;Noord- en Oost-Gelderland;1438;152
2;2022-03-15 09:00:00;2020-11-12;VR06;Noord- en Oost-Gelderland;1426;161
2;2022-03-15 09:00:00;2020-11-13;VR06;Noord- en Oost-Gelderland;1266;182
2;2022-03-15 09:00:00;2020-11-14;VR06;Noord- en Oost-Gelderland;970;134
2;2022-03-15 09:00:00;2020-11-15;VR06;Noord- en Oost-Gelderland;949;145
2;2022-03-15 09:00:00;2020-11-16;VR06;Noord- en Oost-Gelderland;1787;210
2;2022-03-15 09:00:00;2020-11-17;VR06;Noord- en Oost-Gelderland;1596;179
2;2022-03-15 09:00:00;2020-11-18;VR06;Noord- en Oost-Gelderland;1969;212
2;2022-03-15 09:00:00;2020-11-19;VR06;Noord- en Oost-Gelderland;1839;166
2;2022-03-15 09:00:00;2020-11-20;VR06;Noord- en Oost-Gelderland;1400;135
2;2022-03-15 09:00:00;2020-11-21;VR06;Noord- en Oost-Gelderland;1186;129
2;2022-03-15 09:00:00;2020-11-22;VR06;Noord- en Oost-Gelderland;1127;100
2;2022-03-15 09:00:00;2020-11-23;VR06;Noord- en Oost-Gelderland;2008;205
2;2022-03-15 09:00:00;2020-11-24;VR06;Noord- en Oost-Gelderland;1867;169
2;2022-03-15 09:00:00;2020-11-25;VR06;Noord- en Oost-Gelderland;1803;189
2;2022-03-15 09:00:00;2020-11-26;VR06;Noord- en Oost-Gelderland;1686;177
2;2022-03-15 09:00:00;2020-11-27;VR06;Noord- en Oost-Gelderland;1426;151
2;2022-03-15 09:00:00;2020-11-28;VR06;Noord- en Oost-Gelderland;1126;116
2;2022-03-15 09:00:00;2020-11-29;VR06;Noord- en Oost-Gelderland;1073;123
2;2022-03-15 09:00:00;2020-11-30;VR06;Noord- en Oost-Gelderland;2087;206
2;2022-03-15 09:00:00;2020-12-01;VR06;Noord- en Oost-Gelderland;2136;200
2;2022-03-15 09:00:00;2020-12-02;VR06;Noord- en Oost-Gelderland;2369;227
2;2022-03-15 09:00:00;2020-12-03;VR06;Noord- en Oost-Gelderland;2255;244
2;2022-03-15 09:00:00;2020-12-04;VR06;Noord- en Oost-Gelderland;2064;247
2;2022-03-15 09:00:00;2020-12-05;VR06;Noord- en Oost-Gelderland;1268;154
2;2022-03-15 09:00:00;2020-12-06;VR06;Noord- en Oost-Gelderland;1903;255
2;2022-03-15 09:00:00;2020-12-07;VR06;Noord- en Oost-Gelderland;3026;304
2;2022-03-15 09:00:00;2020-12-08;VR06;Noord- en Oost-Gelderland;2908;334
2;2022-03-15 09:00:00;2020-12-09;VR06;Noord- en Oost-Gelderland;3570;405
2;2022-03-15 09:00:00;2020-12-10;VR06;Noord- en Oost-Gelderland;3293;334
2;2022-03-15 09:00:00;2020-12-11;VR06;Noord- en Oost-Gelderland;3075;360
2;2022-03-15 09:00:00;2020-12-12;VR06;Noord- en Oost-Gelderland;2627;299
2;2022-03-15 09:00:00;2020-12-13;VR06;Noord- en Oost-Gelderland;2352;306
2;2022-03-15 09:00:00;2020-12-14;VR06;Noord- en Oost-Gelderland;3550;444
2;2022-03-15 09:00:00;2020-12-15;VR06;Noord- en Oost-Gelderland;3165;440
2;2022-03-15 09:00:00;2020-12-16;VR06;Noord- en Oost-Gelderland;3305;473
2;2022-03-15 09:00:00;2020-12-17;VR06;Noord- en Oost-Gelderland;2966;455
2;2022-03-15 09:00:00;2020-12-18;VR06;Noord- en Oost-Gelderland;2796;459
2;2022-03-15 09:00:00;2020-12-19;VR06;Noord- en Oost-Gelderland;2867;443
2;2022-03-15 09:00:00;2020-12-20;VR06;Noord- en Oost-Gelderland;2675;410
2;2022-03-15 09:00:00;2020-12-21;VR06;Noord- en Oost-Gelderland;3559;515
2;2022-03-15 09:00:00;2020-12-22;VR06;Noord- en Oost-Gelderland;3623;503
2;2022-03-15 09:00:00;2020-12-23;VR06;Noord- en Oost-Gelderland;3328;471
2;2022-03-15 09:00:00;2020-12-24;VR06;Noord- en Oost-Gelderland;2320;341
2;2022-03-15 09:00:00;2020-12-25;VR06;Noord- en Oost-Gelderland;1953;339
2;2022-03-15 09:00:00;2020-12-26;VR06;Noord- en Oost-Gelderland;1945;318
2;2022-03-15 09:00:00;2020-12-27;VR06;Noord- en Oost-Gelderland;2502;378
2;2022-03-15 09:00:00;2020-12-28;VR06;Noord- en Oost-Gelderland;3034;431
2;2022-03-15 09:00:00;2020-12-29;VR06;Noord- en Oost-Gelderland;3240;440
2;2022-03-15 09:00:00;2020-12-30;VR06;Noord- en Oost-Gelderland;2940;422
2;2022-03-15 09:00:00;2020-12-31;VR06;Noord- en Oost-Gelderland;1800;291
2;2022-03-15 09:00:00;2021-01-01;VR06;Noord- en Oost-Gelderland;1780;274
2;2022-03-15 09:00:00;2021-01-02;VR06;Noord- en Oost-Gelderland;2553;340
2;2022-03-15 09:00:00;2021-01-03;VR06;Noord- en Oost-Gelderland;1942;284
2;2022-03-15 09:00:00;2021-01-04;VR06;Noord- en Oost-Gelderland;2876;421
2;2022-03-15 09:00:00;2021-01-05;VR06;Noord- en Oost-Gelderland;2640;381
2;2022-03-15 09:00:00;2021-01-06;VR06;Noord- en Oost-Gelderland;2609;355
2;2022-03-15 09:00:00;2021-01-07;VR06;Noord- en Oost-Gelderland;2387;330
2;2022-03-15 09:00:00;2021-01-08;VR06;Noord- en Oost-Gelderland;2202;240
2;2022-03-15 09:00:00;2021-01-09;VR06;Noord- en Oost-Gelderland;1728;213
2;2022-03-15 09:00:00;2021-01-10;VR06;Noord- en Oost-Gelderland;1352;176
2;2022-03-15 09:00:00;2021-01-11;VR06;Noord- en Oost-Gelderland;2147;244
2;2022-03-15 09:00:00;2021-01-12;VR06;Noord- en Oost-Gelderland;1834;211
2;2022-03-15 09:00:00;2021-01-13;VR06;Noord- en Oost-Gelderland;2139;250
2;2022-03-15 09:00:00;2021-01-14;VR06;Noord- en Oost-Gelderland;1872;189
2;2022-03-15 09:00:00;2021-01-15;VR06;Noord- en Oost-Gelderland;1829;206
2;2022-03-15 09:00:00;2021-01-16;VR06;Noord- en Oost-Gelderland;1436;157
2;2022-03-15 09:00:00;2021-01-17;VR06;Noord- en Oost-Gelderland;1367;130
2;2022-03-15 09:00:00;2021-01-18;VR06;Noord- en Oost-Gelderland;2198;244
2;2022-03-15 09:00:00;2021-01-19;VR06;Noord- en Oost-Gelderland;1717;204
2;2022-03-15 09:00:00;2021-01-20;VR06;Noord- en Oost-Gelderland;1745;162
2;2022-03-15 09:00:00;2021-01-21;VR06;Noord- en Oost-Gelderland;1692;181
2;2022-03-15 09:00:00;2021-01-22;VR06;Noord- en Oost-Gelderland;1442;156
2;2022-03-15 09:00:00;2021-01-23;VR06;Noord- en Oost-Gelderland;1255;134
2;2022-03-15 09:00:00;2021-01-24;VR06;Noord- en Oost-Gelderland;1078;135
2;2022-03-15 09:00:00;2021-01-25;VR06;Noord- en Oost-Gelderland;1531;147
2;2022-03-15 09:00:00;2021-01-26;VR06;Noord- en Oost-Gelderland;1325;130
2;2022-03-15 09:00:00;2021-01-27;VR06;Noord- en Oost-Gelderland;1421;159
2;2022-03-15 09:00:00;2021-01-28;VR06;Noord- en Oost-Gelderland;1367;122
2;2022-03-15 09:00:00;2021-01-29;VR06;Noord- en Oost-Gelderland;1085;109
2;2022-03-15 09:00:00;2021-01-30;VR06;Noord- en Oost-Gelderland;896;99
2;2022-03-15 09:00:00;2021-01-31;VR06;Noord- en Oost-Gelderland;782;109
